"Link","Type","Author","Date","Content","Id","Hashtag","Category"
"https://www.facebook.com/blockchain/posts/pfbid0hzRhAyU8jyuzioQvnCwxuGVJ84JpcgomyrwEgNQag3cricmWoJq8nbH6ZGEvm7BDl?__cft__[0]=AZUVjCGkuGkmSXyloe0qAELQMQ-dPblLnFriEalKvPStCtrqB-7QciKw9Y2l5MW_cOOF49h_zlA8dNI-zVxz1fq_U4v7X3s4fPjj-3MeBx6cRRh2AQlMw4VtLT6F8GGLIb39qyXNKc_oXWw9VLEn2ko1T1sygi5ccfEX3vVx63Nqae9vqbLOe4hejpE9SWQ9Anf4LjEXslMgayx1jZDTVGVd&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","10-05-2024","drop your favorite crypto memes of the week","pfbid0hzRhAyU8jyuzioQvnCwxuGVJ84JpcgomyrwEgNQag3cricmWoJq8nbH6ZGEvm7BDl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid0DvRxGZzfhKWTSXKLFyNnhewex7c6HG26XGpV7ifd72jpZhffm92yKUEoJizjucTDl?__cft__[0]=AZVg4hk5u38U8Yq-z5zkf-8A8P83PR_V8HcYq3zWkG7_Jvy83gBeM16pGs98d5c0l6UbC5OHlFrPTvyusYHCmqBi9JNejWDRkdzk05SKFpwS_HRnnN3rcDPs8O84ult_vB4Xd_O-bKXpyQ0Rdp72-_STmxl1-BrNpH7vkj8nnvX7qyt-XQUKunGu-FvYnE1sr-KW7ml1bfzRlN2f1r6_gDV1&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","30-04-2024","The crypto market at a glance 
Find the heat map, real-time prices, tracking and insights on the Blockchain.com Explorer. 
blockchain.com/explorer","pfbid0DvRxGZzfhKWTSXKLFyNnhewex7c6HG26XGpV7ifd72jpZhffm92yKUEoJizjucTDl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid022mFWJLY4kMmtB1KQuQAHSdhBQd1ZHXVhSFuUYPViCma3n3N3K9FNPZWHMPLMo5AFl?__cft__[0]=AZX9o2DgfS-be098dOufeEa-Peiq_QH3b-GJ6B2Rh-eewF7_XJRINxTvhalNPXiLTK2jpsKt-lY1oYO1AgthQ1ZpXykxIVsCpdvu86_j8b2pL_ADEnpX0KO7ddMpIZi-VjYsESeMnXgWOqAu5x8MSmyZoKMB7ddFtwzMi8KleXDXpapGIR41o1nWb0JnrOlbW_Y7MiwpoZv94pwDfGLnDQLY&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","01-05-2024","Is this what you've been waiting for? 
Bitcoin price is the lowest it has been since February. 
login.blockchain.com","pfbid022mFWJLY4kMmtB1KQuQAHSdhBQd1ZHXVhSFuUYPViCma3n3N3K9FNPZWHMPLMo5AFl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/groups/637253861590697/?multi_permalinks=841463424503072&hoisted_section_header_type=recently_seen&__cft__[0]=AZXgm4OnqYF7Wu_BSqsTq0IYqHw96KqB-KM5NPrKTysDdOqRSjGyXEBoWSd_MpJNT5vULKwpUWcqDsBuwjfwjHv_9r-cOBnWhwiyQ3AbkFRziW2Ee146ekrzImqM-_HsSDN6ieUrB-_-fYisCPg89F02PXRxKrYqmRw9eZR03gp31YeBbfb81bRvk-qE7uJM2nedmXwfbV_qhWiUAfdh3PJi&__tn__=%2CO%2CP-R","Facebook post","Exceptional Francis Edomwonyi/Zenix Network","16-05-2024","$ Novas
A very Big project on Solana!!
web3 dApp built on the 
SOLANA blockchain
Very strong project you shouldn't miss
 Da… See more","637253861590697/841463424503072","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid02h34CczvEdPAFKGXLzNjbvqrFqs1GNYu3uoCjfZ9mwzbLBeyvqMfB9SMsV6NJQbNjl?__cft__[0]=AZVrk7kpbCiLmaz4evNDOobqVesJk8mBCx1sGBnK7IEg2nUxCQNK2X9prROXQiZZMzscthVGuZ1eCbboHBZTwpaHJ90b27FV2yb2BGdRZLiqzpQoRRK_r7GC7XuNevRMf6K9yj_FlFvmhWRKoxE1xpOjBivHfpCmILCJ6jlJjvpS9IqWXVOHCW05Y_9oOvN9Tm22aFNTmKAenQxjPVIwNdVO&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","20-04-2024","It’s official!
The highly anticipated fourth Bitcoin halving event is complete 
The block reward for miners is now officially cut in half, dropping from 6.25 BTC to 3.125 BTC. … See more","pfbid02h34CczvEdPAFKGXLzNjbvqrFqs1GNYu3uoCjfZ9mwzbLBeyvqMfB9SMsV6NJQbNjl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid077CZLMFPmMzRADvu7xVzbLKWoyRbM1c1VfAZTsPfjbpNxHq1t5TFBTs7L9UqaHQPl?__cft__[0]=AZXfs4aUsoRw4WWe8bSWftuITuF7AxHqVKUaEJvnShLuQ6AOJ6FLh2XXEXRV65z0RTwkx6Af-gt30KUGTVTdsovZ7fS6-7RbmiNcmIKbdzSf5Q_-Hv1WEnUUpE4XZyRNU021eHGttKOv4LbXWSM5HBjBf0x2qMyUXz_rssgpSJQvlxp3mhl4lJ8X6awz8hSjGwKDWbfgB9J3xgAoMLAL4tL5&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","25-04-2024","Explore the Explorer 
The Blockchain.com Explorer has a variety of data, including free real-time information about blocks, transaction fees and more. 
 blockchain.com/explorer","pfbid077CZLMFPmMzRADvu7xVzbLKWoyRbM1c1VfAZTsPfjbpNxHq1t5TFBTs7L9UqaHQPl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/pinetworktothemoon/posts/pfbid0a13iVpVHq3ixLqe3UwADGJkGnSjHnbRqg236VgSUyr1SQsTvo8x7v2jmC8ZEzUZzl?__cft__[0]=AZXOR7RYbVKQrZaOeCpk4GsWq3A_iarJEq_j-Bjv8i6rpB3l_PeRhE7yfX-iBwB3pXH9GIqbCXJwiSAwXyjfWf_WPC_VFrGnFn9dMJtMkdlu8BsHi6-KVb6mzgWOFw55MbP2Dm-gGTWqWzlP3evpPYB3UIxx6c46M9qteHv2CJwU78dOQghpe_PvZyCBRnEWJ5ALTBC3fu0xuqOLpIRPYa6Q&__tn__=%2CO%2CP-R","Facebook post","Pi Network To The Moon","18-05-2024","The chance to open mainnet is getting closer!
When do you think @PiCoreTeam will announce the mainnet date?
#pinetwork #picoin #crypto #cryptocurrency #blockchain #minepi #web3crypto #web3 #pinetworkmainnet","pfbid0a13iVpVHq3ixLqe3UwADGJkGnSjHnbRqg236VgSUyr1SQsTvo8x7v2jmC8ZEzUZzl","#pinetwork, #picoin, #crypto, #cryptocurrency, #blockchain, #minepi, #web3crypto, #web3, #pinetworkmainnet","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid02GKg1Jz2Fn3AizQkLECYw8MmvkUcN1btWtYoGJgLsqDKawXcJUpyVcR3AEdjDKGkrl?__cft__[0]=AZUgmZECfqSpoyrcaxljmTkWT19PF9dmkAccW6sSXWCz2CquuFQgWZjYT47cTmb6XpsF-dADzrl-H6HlJG9rUHLryf_pJBjc-nE2VKN3jHL-DXuCqrKruUrNaxwHzJ2e3K8wx82x_M1R-WdeijKM3clbX6zrL8MFJwGvzbqirvVe5POHdc_FRuXkNxH4DlFg5YEl-uoGgTiIyjdc0JSeVYHX&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","26-04-2024","Last week on our app, we asked how users thought the Halving would impact the price of #btc.
Here is what they said...
 43% of respondents believed that the price will skyrocket… See more","pfbid02GKg1Jz2Fn3AizQkLECYw8MmvkUcN1btWtYoGJgLsqDKawXcJUpyVcR3AEdjDKGkrl","#btc.
Here","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/210629732871571/?multi_permalinks=1463785030889362&hoisted_section_header_type=recently_seen&__cft__[0]=AZXd_zYNKeZ0eOclk3sZAPGBHO-4bmu-wcz3qrIBbwOpakjyyXK2VAMrN8XjybWrtqWaSsBdOcEYQOrgqAiLsD2JS8oK3z09buH_ZfPLFneFeskQT7m1PfmRy7E3_Je7Hk5PHD3dwZ2q4DtTCfkCGtrM62dXhp8tsKUbRBpFPL7npVhWF78nKWtHMRorLlgCXhHRlMoE1fDs6LmeFY2OFz2oV9kk8UI4RGluaRrCTF9B7Q&__tn__=%2CO%2CP-R","Facebook post","Khaled Haddad/Blockchain.com","17-05-2024","Today, Blockchain.com is 6 years old! Thank you all for contributing to the strength of this community.","210629732871571/1463785030889362","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid0ou8NQwpuy2jM7e4bEP71dMk4iDu4dd2WsZTdpSTfrU2cEyUS6sUiQcxVByVJXiKfl?__cft__[0]=AZXC98sPn2C1jNT3QCKW3opeE_nJtLEDX0L0zkh9BZl-IIFXY_WEhXC2JqZlLhlLAjzKLWZWO46j6ArJca9FjJplw28o6W_OOBmVuXs-M3vKavXvKwAb3GjKsKClGTHsd5EV6GVCYYMOS3Hf4v4JdcxLOxQUJ8GV6V9UHGwNgmy49Qm5YvYp8YgZ0JGYwHUNeuXNK0BCcY1-gQd1Aredpp2D&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","03-05-2024","share your favorite crypto memes of the week","pfbid0ou8NQwpuy2jM7e4bEP71dMk4iDu4dd2WsZTdpSTfrU2cEyUS6sUiQcxVByVJXiKfl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid02YMVGWVqRuvP4rytC632AhMvPKNMXtrorh9SJ1Dj42syQqtkcoQv8KrnpozdZSPMbl?__cft__[0]=AZU5zb3OfQwk7UbGrgltJukL4r1G5a1rbXwtDC9omJwHG4ubiKAOxUchgMGFKhjL3_EtOjwjRVtkXEsbRSDX9oUTMst0DemKcSiSPT6ciyV9jW82xRe7A40yfETjgxPFBM_B5q2ukSw60rl0DsCxc_iRZHpmQ-_66Wp-oBjqrWVRCTOcrhAzH1Xjt3dcURHHpbCkwqrgsfnhVxQTtcGYkLby&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","02-05-2024","Blockchain.com x MetaMask merch flex ","pfbid02YMVGWVqRuvP4rytC632AhMvPKNMXtrorh9SJ1Dj42syQqtkcoQv8KrnpozdZSPMbl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/groups/1212378272190328/?multi_permalinks=7433406340087459&hoisted_section_header_type=recently_seen&__cft__[0]=AZVBbdKnDOtoWg3KTxGiN99_y3gMORYxi8Cfa_oZRwNDBp31UlbQxPKc3Smzbpjh_0ejwWCGYi9T-0CKah_dOMzbf2RGqFCjs1SFwUQp_EOtLfA5-o0ycpR2gUrxfXIMXRUolltaEDGjab7vbaYO7qqet60pdMxhZboULB8D8JLpPhskcqddgJ_ONCue475BKqMqqgCWh8c-G0r4XSKPomid&__tn__=%2CO%2CP-R","Facebook post","Kashish Singh/Blockchain Developers","12-05-2024","Urgent Requirement for Blockchain Developer (Python)
Experience 2-3 years
Salary based full time job
Work from home 
WhatsApp me your updated CV +91 8287105252","1212378272190328/7433406340087459","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/blockchain/posts/pfbid027nJ7USuSrHunQnx5MFiHSjuHvAh9NJqV8YT4Jh5dnCjuEXCihfN47wZj4qfMJLR2l?__cft__[0]=AZXR_Mtzekd-SHrTn5c-UriiGQrvWCtVuDmzK8ZtyzW6GXFANoaoYJFIJq8ATuyer-S8NLL-Y90FV9WZEvk01oD72uKNPEmS379Ncb4hz686GvwqkTxWuAEMVS_C96JEN20ty61aKrr3tRL53X2PsX6sBln50Qt8mjGEZoKiWpShLkRue8hEG_aFHYDL_qiZqCvE7m4xYgjQqOd7Gf9uEw8j&__tn__=%2CO%2CP-R","Facebook post","Blockchain.com","22-04-2024","This Earth Day we're breaking down the world of crypto consensus mechanisms and their impact on our planet 
When the Ethereum Merge took place in 2022, it saw Ethereum transition from a proof-of-work to a proof-of-stake consensus mechanism, reducing Ethereum’s energy consumption by approximately 99.95% 
So, what's the difference between mechanisms? … See more","pfbid027nJ7USuSrHunQnx5MFiHSjuHvAh9NJqV8YT4Jh5dnCjuEXCihfN47wZj4qfMJLR2l","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/cccomtr/posts/pfbid0FY2NmVSd9gXSG2Bpmo6ftRkDNSiza3Mzv47YFa11XEdNXzYAdwnq4Nzi8ZgsN15Hl?__cft__[0]=AZWXAKnNb4jj9vOn7Xb9XTrmY6sNx3XSFpy8LOQJXY2rXzEydAIrm81WBJW_fi4ieibuurHcTHWxSajjhqcG5TOYutvQa9CCiaaLP1Hf6vZokKn5-tCGaGHR7sV_vw8KjC69GLH2JBelilSSRTtDj2_JgCCc8ieOmOD7nuo4wZJgUvAWm-wyQ0i1fWlKSi6Z8zWxF2eFLPBJSgykQt5U6Xxv&__tn__=%2CO%2CP-R","Facebook post","Cryptocurrency News","17-05-2024"," Cryptocurrency News ? 
Litecoin Price Forecast: $70 Reverse or $100 Breakout
#cryptocurrency #cryptonews #cryptocurrencynews #bitcoin #litecoin #dogecoin #ethereum #blockchain #crypto #btc #investors #investment #nft #cryptocurrencies #cryptotrading #startup #technology","pfbid0FY2NmVSd9gXSG2Bpmo6ftRkDNSiza3Mzv47YFa11XEdNXzYAdwnq4Nzi8ZgsN15Hl","#cryptocurrency, #cryptonews, #cryptocurrencynews, #bitcoin, #litecoin, #dogecoin, #ethereum, #blockchain, #crypto, #btc, #investors, #investment, #nft, #cryptocurrencies, #cryptotrading, #startup, #technology","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/299024103558550/?multi_permalinks=7173185509475674&hoisted_section_header_type=recently_seen&__cft__[0]=AZWGtOK3tOSY97WiMf-JSNmX6rBr6rkjUCGv45gdbLTIouNstZxY01UXwZU1bTm9a2sDtxciNEevlwj_ZCbvFnOhkHEOf40U2D35lk-CnVWxBdHGkUJpVlIN6Xe7TSPXa3GvmBtcFgIGly1xehnbp_5JQxOB9LL_hMzR0tqeTRLm1DEtSCohgSt1wShhBXu8D3ygtQCNdHw1vRBJCFgPs1v9nmn637l72LrFaogs3GEMW_-hVrxadM-Hphq7j8e8fVM&__tn__=%2CO%2CP-R","Facebook post","Peter Smith/Singapore Blockchain Club","11-05-2024","Blockchain technology is here","299024103558550/7173185509475674","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/RtcommunityGlobal/posts/pfbid033Da1XCAgthmh9QthSjzVtzx3Grgz8aso9CRHBK86APnCQni9coUt9GcfxCTgTBfvl?__cft__[0]=AZW4u4dHieIFPc-Fskh4sjgt5N-yaSh2I6lzv6C8D_5IFkY3nRFQxz2KaULdxrrz_KlT9sE50ANF2DyxBAltZY84_smPodb8H5sVWBi-qf_Y_DElVpJSNh-0NHnl2_PWTFoXxmpM32Gj4XzuZw4lPXyndKlYfGt-sh0w_MKRBCyYHs2_DOy8_b8sQmGMvIxuCzbB0cVuLCZIFFEVBCCyd86_&__tn__=%2CO%2CP-R","Facebook post","RT Community CryptoHub","18-05-2024","Welcome to the Rt Community, where we explore the boundless possibilities of AI and Blockchain! Here, everyone is a part of the transformation, and every idea has the potential to become the next big thing. 
Join Us and Be a Pioneer in Technology!
The Rt Community is a gathering of individuals passionate about AI and Blockchain. We believe that by pooling our collective wisdom, we can continuously expand the boundaries of technology. 
Preview of Activities and Practice… See more","pfbid033Da1XCAgthmh9QthSjzVtzx3Grgz8aso9CRHBK86APnCQni9coUt9GcfxCTgTBfvl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/CoinageBuzz/posts/pfbid02shQN4WEB4CkbNVTJDPKwfTUHyszbaZecnCZToccoNtb43ozK1JchvoeqrUdwscdtl?__cft__[0]=AZXWgRJ6F6SM7oWwxY3tb5h-a9mHsMemMgkAM6q4Vot4O-hqdcEI7xOvDuSi5IIzS_ESKODwdOP06eJ70M8pE8pN3hkdXLp-5qzAnvjBmR9nIGADmXaJlBOjNJ7g6XOj379tqiGOL2_DBBgVlsZo4RTYZtmk91kvX6P7BKneHLa4QiYNvg4K_6EZ0SBVje6pSW3AzuBZT8RyVw9hH61eZRl8&__tn__=%2CO%2CP-R","Facebook post","CoinageBuzz","17-05-2024","Bitcoin Halving Spurs Development of Solutions Enhancing Network Efficiency 
 #Bitcoin #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #xrp #trading #binance #cryptonews #news","pfbid02shQN4WEB4CkbNVTJDPKwfTUHyszbaZecnCZToccoNtb43ozK1JchvoeqrUdwscdtl","#Bitcoin, #crypto, #bitcoin, #cryptocurrency, #btc, #ethereum, #blockchain, #eth, #xrp, #trading, #binance, #cryptonews, #news","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/CoinageBuzz/posts/pfbid0pZTfn5jopkoHsi7JWyhJ5gb5BdeNbWCwTWX8RP4FJbAfooDLpkKwf6yD9PNzBe4ml?__cft__[0]=AZVC0SizFnes0ULeNGkovxbzIAncmJx9c4Eq1RlMA5jLIhRlcZrlzqA9XQ_WXIHkHT_cZ-UFKRdDVr_Ed_Fb0iiTUPpViU3FbeX_g_yPpERpVz4NSPQlzwzh7itoi3nT0zBP-J8VCNp3cy0YU4Nt-r7Glj1BwVHUoYwz7-WqnDCCRZcJBiWgIHF6_-a9RhlnVs_dd7VXrGvWXQpAAXMSiLM-&__tn__=%2CO%2CP-R","Facebook post","CoinageBuzz","17-05-2024","Ethereum drops below $3,000 again, spot ETH ETF sparks debate in crypto community 
 #Ethereum #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #xrp #trading #binance #cryptonews #news","pfbid0pZTfn5jopkoHsi7JWyhJ5gb5BdeNbWCwTWX8RP4FJbAfooDLpkKwf6yD9PNzBe4ml","#Ethereum, #crypto, #bitcoin, #cryptocurrency, #btc, #ethereum, #blockchain, #eth, #xrp, #trading, #binance, #cryptonews, #news","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/BlockchainAustralia/posts/pfbid03QVXJfoNkdoygyHpjahutZBK8UNq8GdGHvQg96To1nVqjLH1h4janGcZj8YzJD3pl?__cft__[0]=AZUia7weMLOlVwQq7uf4mJnRczhUi7fGAPNkdedRFlkjpdE5jQZmuEH9-KmbD7B1RqOOYsNlt3BYEjh6OocT8VLd5ROlgaO7nG0MqI59Adncm4B5tt1wpICHytixJ1TyP4UEdODu_qjbxyxE4XqiJvLMjTApffojgo6nCyT2_3RE__tLmdz9ogzMrzHfmTwu-iM7s3s8ZF8T8VDpY7keGut_&__tn__=%2CO%2CP-R","Facebook post","Blockchain Australia","14-05-2024","4 WEEKS TO GO!!! 
 Blockchain Week 2024 Sydney 11 - 14 June!!! 
The Digital Convergence Conference explores how foundational blockchain and Distributed Ledger Technology (DLT) drive the digital economy, intersecting with AI, IoT, and more to shape our digital future.
 Day 1 - Builders & Innovation
 … See more","pfbid03QVXJfoNkdoygyHpjahutZBK8UNq8GdGHvQg96To1nVqjLH1h4janGcZj8YzJD3pl","","personal-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/cccomtr/posts/pfbid02ttkYhxqxjG9nH6EVwjEKRucySx2FEsNwapnD1MtEXBbR3orcr1Gi1Wgeq5LjZTtFl?__cft__[0]=AZXzfFxH9YG43xMhXsGjxOAHU6wgWK_Zp78Uy5oaB_AL874_msjTwmxU90X1xmZkuB2p4vIhtAvm8i8pu23oIgsssC5Taj66TuoBitx7-tCRJqvGrRKBoEalGdjYkmMXwRXzPEI_WqO5_3TWTcYrgMriIFjdvmPrnX0vIvjHK6oWCAUK06GXOa14KDLFZ5912s9zAp3UfiqzAFxkwnSObxq8&__tn__=%2CO%2CP-R","Facebook post","Cryptocurrency News","17-05-2024"," Cryptocurrency News ? 
Rupee rises 17 paise to close at 83.33 against US dollar
#cryptocurrency #cryptonews #cryptocurrencynews #bitcoin #litecoin #dogecoin #ethereum #blockchain #crypto #btc #investors #investment #nft #cryptocurrencies #cryptotrading #startup #technology","pfbid02ttkYhxqxjG9nH6EVwjEKRucySx2FEsNwapnD1MtEXBbR3orcr1Gi1Wgeq5LjZTtFl","#cryptocurrency, #cryptonews, #cryptocurrencynews, #bitcoin, #litecoin, #dogecoin, #ethereum, #blockchain, #crypto, #btc, #investors, #investment, #nft, #cryptocurrencies, #cryptotrading, #startup, #technology","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/cccomtr/posts/pfbid0HPNrdUhytxURj8pjzw8JUwHEZ4AjH8dfsoEa6cwN7HQhQv2RRWGuc92JHXgKbUj1l?__cft__[0]=AZXfHYFJlgp81jI6C6vEQw6-5c-Tv0wgS_leOJ58P6wJuV1UItFbiNjxeigEp5gi1J7gvh5wsxT2W2Qbte-POvnxtzmq6vse8E6jjixOArADg5y08mnOMD_CMP6vBNhe9lV-Gj8-bsRG0oZ8aFS34ULnhNwxjH9cklIC03qPESoeiWdbQGkaGDguJiHO06f3HFQukyMCeS1G9MS8OPKxnoC_&__tn__=%2CO%2CP-R","Facebook post","Cryptocurrency News","17-05-2024"," Cryptocurrency News ? 
Solana Meme Coin ‘Sealana’ Raises Over $1.2 Million in Crypto Presale – Next Slothana?
#cryptocurrency #cryptonews #cryptocurrencynews #bitcoin #litecoin #dogecoin #ethereum #blockchain #crypto #btc #investors #investment #nft #cryptocurrencies #cryptotrading #startup #technology","pfbid0HPNrdUhytxURj8pjzw8JUwHEZ4AjH8dfsoEa6cwN7HQhQv2RRWGuc92JHXgKbUj1l","#cryptocurrency, #cryptonews, #cryptocurrencynews, #bitcoin, #litecoin, #dogecoin, #ethereum, #blockchain, #crypto, #btc, #investors, #investment, #nft, #cryptocurrencies, #cryptotrading, #startup, #technology","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/257717734073180/?multi_permalinks=291892260655727&hoisted_section_header_type=recently_seen&__cft__[0]=AZUjC45rM5vCaIEBch0n2l-Ap0SjPwAfVJaPhq6fBm1cNADPfMao7Te9m2H1Yqae1mMl3z_Z6NskhN3NahdlrT7a5PmCcKjvSMW5_4kuToWtiX9r4cQSMU5QNtKe76qI2Fl9Zlesri5jlYJOR_yrgky8Gux67qCmRNVoKqqUmTv_0kaNeYrisHa3NT293ftYbS0IbIBcL5Md6Z5XW04v_4ug&__tn__=%2CO%2CP-R","Facebook post","Jill Matty/ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.","16-05-2024","Quantum AI offers an extraordinary opportunity to investors seeking substantial returns in a remarkably short time. As an online trading platform for stocks and gold coins, it stands out as one of the world's most lucrative investment treasures. Imagine doubling your investment in just two days of trading—that's the kind of potential Quantum AI holds.
Being part of Quantum AI means joining a community of savvy investors who are unlocking the secrets of financial success. The… See more","257717734073180/291892260655727","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/proreal.rks/posts/pfbid032TfeCV8Br4uwJDKYX21stGRGMFauGZii8tZa66MdVMY8QR9YA4NU9TTTfPbXVWcSl?__cft__[0]=AZXgDAPxohFS0GLaOoYUW_z9W4NBdQZ9cDfk6_3SCrcAxeM-M4j_banaCPRWO6-PtzK_HUtiAe49D3dym6cIeYNSgmLA8PMktIt0j-Wb36gZd_IBoXr3T5emBv4c3tzSLBO6qXtQ3FrDsdFdn-z-QEg6Hyqqt60Vab8IMeADLVzkGPkN_vwRpbvHVcY80Pxo5v-vsbeY9amfqr7cqesc5DEr&__tn__=%2CO%2CP-R","Facebook post","Pro Real Estate","15-05-2024","We are extremely excited about this collaboration, being the first #realestate company in #Kosovo to have integrated #blockchain technology into the company's operating system!","pfbid032TfeCV8Br4uwJDKYX21stGRGMFauGZii8tZa66MdVMY8QR9YA4NU9TTTfPbXVWcSl","#realestate, #Kosovo, #blockchain","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/groups/257717734073180/?multi_permalinks=290649720779981&hoisted_section_header_type=recently_seen&__cft__[0]=AZWBmVCSMrfRDW1u5wjCvRNNz7KA4qb1_yLlEly3kMuXyxwKzzYePfXaxljSoH-VRUfLUp_xFip0pVn0s76zrEUygvP3g-vh6KkcCxDAdTHZ9p4FLfQwGMTDySzDkA_ikNyr2t_8CYwf8YCVQ299S5Sk2eSZLWWazpH3zFIK2frX6mpsndCZdDrXgeUdX85hIStiCilwS-cS7VjjFwd7AugH&__tn__=%2CO%2CP-R","Facebook post","Jill Matty/ELON MUSK QUANTUM-AI INVESTMENT PLATFORM.","14-05-2024","20 reasons why smart people join forex trading and cryptocurrency investing 
  1. Freedom of time 
  2. Financial freedom 
  3. A business that gives residual income 
  5… See more","257717734073180/290649720779981","","group-post, contains-image, not-contain-hashtag"
"https://www.facebook.com/cccomtr/posts/pfbid0JbAQEyyy8BMLwpBnGFxdniZfDvk5vQdCPyiD3gAdr4M53F2aoTAJSjf1rqMh5Kxzl?__cft__[0]=AZWkDWkpRZaAdgvgnHx3LmCPNnM482Jm5RhlYq_nx51e4JMAjScL7rjIPmXLwAWi4nch-KO5sB8Js1gyPXY_xksoQvcZOwXvFT3cgDCSdgoY3A92pgthqWLnhOsKjOChKmq8xfQKLwClmjQQ89aQYVATo8B8_W8qrWdVyyKXyls3DJFz_giag3mZOtXnrO-Uf3U2w3X7Ggk6JtjEr9LrXFUZ&__tn__=%2CO%2CP-R","Facebook post","Cryptocurrency News","14-05-2024"," Cryptocurrency News ? 
Historian Yuval Noah Harari Expresses Skepticism About Bitcoin, Calls It ‘A Currency of Distrust’
#cryptocurrency #cryptonews #cryptocurrencynews #bitcoin #litecoin #dogecoin #ethereum #blockchain #crypto #btc #investors #investment #nft #cryptocurrencies #cryptotrading #startup #technology","pfbid0JbAQEyyy8BMLwpBnGFxdniZfDvk5vQdCPyiD3gAdr4M53F2aoTAJSjf1rqMh5Kxzl","#cryptocurrency, #cryptonews, #cryptocurrencynews, #bitcoin, #litecoin, #dogecoin, #ethereum, #blockchain, #crypto, #btc, #investors, #investment, #nft, #cryptocurrencies, #cryptotrading, #startup, #technology","personal-post, contains-image, contains-hashtag"
"https://www.facebook.com/BlockchainAustralia/posts/pfbid0TSLk3KUwXzcSvgEruVGcRScbYasfUQL7azDyM968ipX1unAFzYMQD411wA4ube4Hl?__cft__[0]=AZU3fL1LBsY2QrPjnxL47YVlV4u408L61eLk2ZeCiZ8_JC8sfvTBa3LwqlcSqXTFsoKprzXTxYmLA5yXiJ2LLUFLE0supE9GkxVzow386yT5PwWkyqsIeiA24pEKZdopvs7V_Za9C7aK6ifHrqxV-c1FJJflZOCglq0ktoAK1jsxf_rEk488ySzjrQB6J89Dd-MGzyT3g4_rYE58H5pvmWL_&__tn__=%2CO%2CP-R","Facebook post","Blockchain Australia","09-05-2024"," Exclusive Opportunity for Blockchain Australia Members! 
We've partnered with Protocol Theory to bring you an incredible chance to win one of FOUR free tickets to Consensus 2024 in Austin, Texas (May 29-31). Each ticket is worth ~$4,250 (total prize value ~$17,000)! Dive into the heart of digital assets and Web3 with leaders from around the globe.
Here’s How to Enter:… See more","pfbid0TSLk3KUwXzcSvgEruVGcRScbYasfUQL7azDyM968ipX1unAFzYMQD411wA4ube4Hl","","personal-post, contains-image, not-contain-hashtag"
